-0.354502	-1.3714	-0.265054	-1.12933	surprise	sadness	Przygnębiony ciężarem sumienia, zawstydzony wzrok wlepił w ziemię.
-0.321086	-1.45064	-0.116468	-1.31546	surprise	surprise	— Ale, ale!...
-0.342296	-1.36635	-0.187783	-1.18934	surprise	sadness	Od wieków tak bardzo odosobieni, samotni, nie żyjąc z nikim, rodziną się tylko własną i sami sobą otaczając starczyli sobie, ani z sąsiadami, ani z tymi do których wypadki ich zbliżały nie zawiązując ściślejszych stosunków.
-0.322782	-1.31932	-0.0665589	-1.13891	surprise	surprise	Nie wspomniał nic o warunkach, pod jakimi ochotnicy zgodzili się na tę naukę.
-0.0986088	-1.3987	-0.074128	-1.09197	surprise	anticipation	Zapatrzyła się w rękę.
-0.377709	-1.60342	-0.316387	-1.34068	surprise	anticipation	Słucham was, panie von Bergow.
-0.291334	-1.47852	-0.231754	-1.2106	surprise	anticipation	— Nie zaraz odbędzie się tyle przeze mnie upragniona uroczystość.
-0.249759	-1.41854	-0.0887433	-1.19635	surprise	anger	— Ach, gdyby wiedzieli — mówił z gniewem władca — jak faraon jest bezsilny i ubogi, każdy nomarcha zechciałby być panem swego nomesu!...
-0.496945	-1.23317	-0.178037	-1.19474	surprise	sadness	Śmiech jej krył wzruszenie, które mi sprawiło ból.
-0.330871	-1.50615	-0.31262	-1.27795	surprise	trust	— Będę się wpatrywał w plamy atramentowe... będę wiernie pilnował klejnotów!
-0.641231	-1.50451	-0.383789	-1.18757	surprise	fear	— Kto pan jesteś? czego tu chcesz?...
-0.425724	-1.38416	-0.489444	-1.11166	surprise	fear	— Bój się Boga, Senderl!
-0.483503	-1.48997	-0.0774454	-0.952294	surprise	anticipation	— Ależ chcę wiedzieć...
-0.242302	-1.5593	-0.218389	-1.31283	surprise	anticipation	Padre Torquemada stał przy oknie zamyślony, na koniec odwrócił się i podszedł do stołu.
-0.304407	-1.4297	-0.225047	-1.16282	surprise	trust	Zrozumiałaś mnie.
-0.521811	-1.50403	0.0582516	-1.29198	surprise	anticipation	— Marku, a Drakecity?
-0.516889	-1.27472	-0.258562	-0.920159	surprise	neutral	Byłto młody chłopak z jasnemi włosy, skromnie, ale czysto odziany, wyglądający na leśniczego lub pisarza, z torbą myśliwską na plecach, w czarnych, długich po kolana butach, z harapnikiem przez plecy, w wiejskim kapeluszu słomianym na głowie.
-0.339267	-1.36778	-0.230608	-1.31484	surprise	surprise	Mówcie, którzy stąd jesteście: prawda-li to?
-0.370428	-1.45425	-0.340615	-1.20569	surprise	anticipation	Co?
-0.357175	-1.43404	-0.266214	-1.45211	disgust	anticipation	To pewnie i gazety pisze?
-0.223824	-1.43655	-0.2971	-1.19947	surprise	sadness	Innym znów razem, w dzień chłodny płukać musiała wraz z praczkami bieliznę nad brzegiem jeziora.
-0.244568	-1.38003	-0.327833	-1.19541	surprise	anger	Tyś go zabił — podchwycił sędzia.
-0.325795	-1.49621	-0.0577335	-0.998851	surprise	anticipation	— zapytała.
-0.555979	-1.45431	-0.101283	-1.13552	surprise	anger	— mruknął stary ze złością i, nie skończywszy obiadu, wyszedł, a Janka była w takiem usposobieniu, że aby mu zrobić więcej przykrości, kazała koniom czekać przed dworem całe dwie godziny, i z pewną przyjemnością widziała, że stary kilka razy wyglądał z oficyny na podjazd, klął głośno na marnowanie czasu i na jaśnie państwo, i, nie mogąc wkońcu wytrzymać, krzyknął na stangreta:
-0.335996	-1.32643	0.0862907	-1.47297	disgust	disgust	Wolałby jednak pozostać w domu i czytać tę książkę, niżeli iść na wieczór do baronowej, gdzie nie znajdzie najpewniej nic nowego, ani szczególnie przyjemnego.
-0.43796	-1.31862	0.0641245	-1.25175	surprise	sadness	Nadeszła chwila, że tłumione łkanie wstrząsnęło te rycerskie piersi.
-0.47879	-1.5444	-0.326594	-1.27621	surprise	fear	Oto szczepienie będzie spóźnione, oto profesor będzie umierał w najstraszliwszych, w najdzikszych męczarniach.
-0.197449	-1.49367	-0.273044	-1.18675	surprise	joy	Nie znam w istocie szczęśliwszego małżeństwa.
-0.402693	-1.46366	-0.328072	-1.11321	surprise	joy	Oswald w jego wieku znał się nawet na zegarze słonecznym.
