0.88096	0.292622	0.845726	0.661244	joy	sadness	Przygnębiony ciężarem sumienia, zawstydzony wzrok wlepił w ziemię.
0.88096	0.292622	0.845726	0.661244	joy	surprise	— Ale, ale!...
0.88096	0.292622	0.845726	0.661244	joy	sadness	Od wieków tak bardzo odosobieni, samotni, nie żyjąc z nikim, rodziną się tylko własną i sami sobą otaczając starczyli sobie, ani z sąsiadami, ani z tymi do których wypadki ich zbliżały nie zawiązując ściślejszych stosunków.
0.88096	0.292622	0.845726	0.661244	joy	surprise	Nie wspomniał nic o warunkach, pod jakimi ochotnicy zgodzili się na tę naukę.
0.88096	0.292622	0.845726	0.661244	joy	anticipation	Zapatrzyła się w rękę.
0.88096	0.292622	0.845726	0.661244	joy	anticipation	Słucham was, panie von Bergow.
0.88096	0.292622	0.845726	0.661244	joy	anticipation	— Nie zaraz odbędzie się tyle przeze mnie upragniona uroczystość.
0.88096	0.292622	0.845726	0.661244	joy	anger	— Ach, gdyby wiedzieli — mówił z gniewem władca — jak faraon jest bezsilny i ubogi, każdy nomarcha zechciałby być panem swego nomesu!...
0.88096	0.292622	0.845726	0.661244	joy	sadness	Śmiech jej krył wzruszenie, które mi sprawiło ból.
0.88096	0.292622	0.845726	0.661244	joy	trust	— Będę się wpatrywał w plamy atramentowe... będę wiernie pilnował klejnotów!
0.88096	0.292622	0.845726	0.661244	joy	fear	— Kto pan jesteś? czego tu chcesz?...
0.88096	0.292622	0.845726	0.661244	joy	fear	— Bój się Boga, Senderl!
0.88096	0.292622	0.845726	0.661244	joy	anticipation	— Ależ chcę wiedzieć...
0.88096	0.292622	0.845726	0.661244	joy	anticipation	Padre Torquemada stał przy oknie zamyślony, na koniec odwrócił się i podszedł do stołu.
0.88096	0.292622	0.845726	0.661244	joy	trust	Zrozumiałaś mnie.
0.88096	0.292622	0.845726	0.661244	joy	anticipation	— Marku, a Drakecity?
0.88096	0.292622	0.845726	0.661244	joy	neutral	Byłto młody chłopak z jasnemi włosy, skromnie, ale czysto odziany, wyglądający na leśniczego lub pisarza, z torbą myśliwską na plecach, w czarnych, długich po kolana butach, z harapnikiem przez plecy, w wiejskim kapeluszu słomianym na głowie.
0.88096	0.292622	0.845726	0.661244	joy	surprise	Mówcie, którzy stąd jesteście: prawda-li to?
0.88096	0.292622	0.845726	0.661244	joy	anticipation	Co?
0.88096	0.292622	0.845726	0.661244	joy	anticipation	To pewnie i gazety pisze?
0.88096	0.292622	0.845726	0.661244	joy	sadness	Innym znów razem, w dzień chłodny płukać musiała wraz z praczkami bieliznę nad brzegiem jeziora.
0.88096	0.292622	0.845726	0.661244	joy	anger	Tyś go zabił — podchwycił sędzia.
0.88096	0.292622	0.845726	0.661244	joy	anticipation	— zapytała.
0.88096	0.292622	0.845726	0.661244	joy	anger	— mruknął stary ze złością i, nie skończywszy obiadu, wyszedł, a Janka była w takiem usposobieniu, że aby mu zrobić więcej przykrości, kazała koniom czekać przed dworem całe dwie godziny, i z pewną przyjemnością widziała, że stary kilka razy wyglądał z oficyny na podjazd, klął głośno na marnowanie czasu i na jaśnie państwo, i, nie mogąc wkońcu wytrzymać, krzyknął na stangreta:
0.88096	0.292622	0.845726	0.661244	joy	disgust	Wolałby jednak pozostać w domu i czytać tę książkę, niżeli iść na wieczór do baronowej, gdzie nie znajdzie najpewniej nic nowego, ani szczególnie przyjemnego.
0.88096	0.292622	0.845726	0.661244	joy	sadness	Nadeszła chwila, że tłumione łkanie wstrząsnęło te rycerskie piersi.
0.88096	0.292622	0.845726	0.661244	joy	fear	Oto szczepienie będzie spóźnione, oto profesor będzie umierał w najstraszliwszych, w najdzikszych męczarniach.
0.88096	0.292622	0.845726	0.661244	joy	joy	Nie znam w istocie szczęśliwszego małżeństwa.
0.88096	0.292622	0.845726	0.661244	joy	joy	Oswald w jego wieku znał się nawet na zegarze słonecznym.
